"ID","X","Y","state","OAK","PINE","MAPLE","BIRCH","HEMLOCK","TAMARACK","POPLAR/TULIP.POPLAR","CEDAR/JUNIPER","BEECH","ELM","SPRUCE","BASSWOOD","ASH","FIR","IRONWOOD","HICKORY","OTHER.HARDWOOD","WALNUT","BLACK.GUM/SWEET.GUM"
17270,741000,1030000,"michigan_north",0,1,13,2,3,0,0,4,5,0,0,2,0,1,0,0,0,0,0
17271,749000,1030000,"michigan_north",0,3,1,5,12,3,0,16,2,0,1,0,2,1,0,0,0,0,0
17470,-27000,1022000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17471,-19000,1022000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17472,-11000,1022000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17473,-3000,1022000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17474,5000,1022000,"minnesota",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17475,13000,1022000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17476,21000,1022000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17477,29000,1022000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17478,37000,1022000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17479,45000,1022000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17480,53000,1022000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17481,61000,1022000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17482,69000,1022000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17483,77000,1022000,"minnesota",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17484,85000,1022000,"minnesota",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17485,93000,1022000,"minnesota",15,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0
17486,101000,1022000,"minnesota",8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
17487,109000,1022000,"minnesota",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17488,117000,1022000,"minnesota",3,0,0,0,0,0,13,0,0,4,0,0,2,0,0,0,0,0,0
17489,125000,1022000,"minnesota",18,0,0,0,0,0,21,0,0,5,0,2,6,0,1,0,0,0,0
17490,133000,1022000,"minnesota",10,0,0,0,0,0,12,0,0,29,0,4,10,0,1,0,2,0,0
17491,141000,1022000,"minnesota",10,0,7,1,0,0,3,0,0,13,0,7,6,0,4,0,1,0,0
17492,149000,1022000,"minnesota",9,0,21,1,0,0,0,0,0,12,0,5,2,0,4,0,0,0,0
17493,157000,1022000,"minnesota",6,0,22,0,0,4,1,0,0,9,0,4,7,0,0,0,0,0,0
17494,165000,1022000,"minnesota",10,0,11,0,0,3,0,0,0,13,0,4,2,0,8,1,0,0,0
17495,173000,1022000,"minnesota",24,0,1,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0
17496,181000,1022000,"minnesota",35,0,1,0,0,0,12,0,0,12,0,9,3,0,2,0,0,0,0
17497,189000,1022000,"minnesota",50,0,2,1,0,2,10,0,0,17,0,5,6,0,5,0,1,0,0
17498,197000,1022000,"minnesota",82,0,0,1,0,10,3,0,0,0,0,0,4,0,0,0,0,0,0
17499,205000,1022000,"minnesota",66,0,0,0,0,2,5,0,0,6,0,0,4,0,0,0,0,0,0
17500,213000,1022000,"minnesota",57,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0
17501,221000,1022000,"minnesota",70,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
17502,229000,1022000,"minnesota",33,1,0,2,0,15,4,0,0,0,0,2,4,0,0,0,0,0,0
17503,237000,1022000,"minnesota",39,0,0,6,0,18,24,0,0,7,0,2,7,0,1,0,0,0,0
17504,245000,1022000,"minnesota",44,0,0,3,0,8,11,0,0,4,0,8,0,0,0,0,0,0,0
17505,253000,1022000,"minnesota",14,0,5,6,0,0,10,0,0,10,0,18,2,0,1,3,0,1,0
17506,261000,1022000,"minnesota",19,0,17,4,0,1,2,0,0,15,0,21,8,0,3,2,2,4,0
17507,269000,1022000,"minnesota",47,2,8,1,0,0,30,0,0,9,0,5,5,0,0,0,0,3,0
17508,277000,1022000,"minnesota",28,1,12,7,0,2,7,0,0,31,0,6,13,0,2,0,0,3,0
17509,285000,1022000,"minnesota",59,10,9,7,0,0,3,0,0,13,0,3,13,0,0,0,1,0,0
17510,293000,1022000,"minnesota",7,6,42,12,0,3,1,0,0,14,0,3,3,0,1,0,0,2,0
17511,301000,1022000,"wisconsin",14,6,41,49,0,9,1,0,0,10,0,5,6,0,2,1,0,0,0
17512,309000,1022000,"wisconsin",7,3,29,63,0,5,0,0,0,5,0,1,10,0,4,0,0,0,0
17513,317000,1022000,"wisconsin",6,9,25,34,0,0,0,0,0,10,0,4,8,0,4,0,0,0,0
17514,325000,1022000,"wisconsin",7,13,28,35,0,2,1,0,0,21,0,5,8,0,0,2,0,0,0
17515,333000,1022000,"wisconsin",17,22,28,24,0,4,6,0,0,19,0,1,3,0,0,0,0,0,0
17516,341000,1022000,"wisconsin",58,27,10,3,0,2,4,0,0,3,0,1,2,0,0,0,0,0,0
17517,349000,1022000,"wisconsin",20,5,49,29,0,2,5,0,0,8,0,5,4,0,0,0,0,0,0
17518,357000,1022000,"wisconsin",12,16,53,37,1,4,2,0,0,5,1,6,1,3,0,1,0,0,0
17519,365000,1022000,"wisconsin",2,11,52,43,25,0,0,0,0,7,0,2,2,2,2,0,0,0,0
17520,373000,1022000,"wisconsin",5,35,30,40,4,4,2,0,0,12,2,2,3,3,0,0,0,0,0
17521,381000,1022000,"wisconsin",4,54,14,32,7,12,9,2,0,2,0,1,3,2,0,0,0,0,0
17522,389000,1022000,"wisconsin",0,20,9,32,37,14,1,1,0,4,0,6,3,2,1,0,0,0,0
17523,397000,1022000,"wisconsin",0,7,11,51,30,8,1,0,0,8,2,9,5,3,0,1,0,0,0
17524,405000,1022000,"wisconsin",0,5,8,45,29,2,0,2,0,3,1,4,4,13,0,0,0,0,0
17525,413000,1022000,"wisconsin",0,5,19,45,29,10,0,1,0,6,1,3,5,9,1,0,0,0,0
17526,421000,1022000,"wisconsin",0,2,19,32,27,9,0,2,0,6,1,5,8,6,0,0,1,0,0
17527,429000,1022000,"wisconsin",1,0,28,51,10,0,0,5,0,5,2,10,3,8,5,0,0,0,0
17528,437000,1022000,"wisconsin",0,1,19,37,36,11,1,5,0,5,3,2,0,10,0,0,0,0,0
17529,445000,1022000,"wisconsin",0,4,6,33,34,7,0,2,0,2,9,4,2,9,0,0,0,0,0
17530,453000,1022000,"wisconsin",0,5,15,40,19,16,0,5,0,1,13,2,1,14,3,0,0,0,0
17531,461000,1022000,"wisconsin",0,3,16,25,35,6,0,2,0,1,0,4,3,4,1,0,0,0,0
17532,469000,1022000,"wisconsin",0,1,9,18,38,4,0,0,0,2,0,3,0,6,1,0,0,0,0
17533,477000,1022000,"wisconsin",0,9,3,22,35,7,0,4,0,0,1,0,3,4,0,0,0,0,0
17534,485000,1022000,"wisconsin",0,14,7,22,17,16,0,9,0,0,0,1,0,2,0,0,0,0,0
17535,493000,1022000,"wisconsin",0,85,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0
17536,501000,1022000,"wisconsin",0,62,2,3,4,3,11,1,0,0,0,0,0,0,0,0,0,0,0
17537,509000,1022000,"wisconsin",0,45,10,9,5,6,9,1,0,0,1,0,0,0,0,0,0,0,0
17538,517000,1022000,"wisconsin",0,24,5,22,1,11,15,0,0,3,2,1,1,0,0,0,0,0,0
17539,525000,1022000,"wisconsin",0,18,4,24,10,4,12,1,0,0,2,0,0,0,0,0,0,0,0
17540,533000,1022000,"wisconsin",0,32,3,23,3,16,11,1,0,0,3,0,1,3,0,0,0,0,0
17541,541000,1022000,"wisconsin",0,12,9,21,7,30,5,9,0,0,11,1,4,2,1,0,0,0,0
17542,549000,1022000,"wisconsin",0,3,9,15,2,32,3,11,0,0,2,0,0,1,0,0,0,0,0
17543,557000,1022000,"wisconsin",0,1,7,27,38,21,1,13,0,2,4,3,0,4,0,0,0,0,0
17544,565000,1022000,"wisconsin",0,2,20,26,25,9,0,12,0,8,4,10,1,6,0,0,0,0,0
17545,573000,1022000,"wisconsin",0,0,13,16,20,11,10,16,0,0,7,1,0,3,0,0,0,0,0
17546,581000,1022000,"wisconsin",1,6,20,13,13,13,11,6,0,3,6,2,1,7,0,0,0,0,0
17547,589000,1022000,"wisconsin",0,9,12,13,24,13,10,14,0,2,3,3,0,4,3,0,0,0,0
17548,597000,1022000,"wisconsin",0,9,32,28,38,7,1,8,0,1,4,4,0,4,2,0,0,0,0
17549,605000,1022000,"wisconsin",2,41,18,16,31,6,4,2,0,3,3,1,0,0,1,0,0,0,0
17550,613000,1022000,"wisconsin",4,78,14,4,4,17,0,2,0,1,5,2,1,7,0,0,1,0,0
17551,621000,1022000,"wisconsin",0,56,20,14,5,8,11,0,0,0,6,5,5,2,0,0,0,0,0
17552,629000,1022000,"wisconsin",0,55,1,12,8,10,16,6,0,2,3,0,3,2,0,0,0,0,0
17553,637000,1022000,"wisconsin",1,80,3,15,7,11,8,1,0,0,8,0,2,5,0,0,0,0,0
17554,645000,1022000,"wisconsin",2,53,7,6,16,6,8,12,4,1,1,3,0,1,0,0,0,0,0
17555,653000,1022000,"michigan_north",0,4,15,8,31,13,0,34,4,2,4,5,0,2,0,0,0,0,0
17556,661000,1022000,"michigan_north",0,12,27,6,25,9,0,46,3,2,4,5,0,0,1,0,0,0,0
17557,669000,1022000,"michigan_north",0,4,13,8,18,4,3,33,6,2,4,1,0,0,1,0,0,1,0
17558,677000,1022000,"michigan_north",0,1,18,7,18,10,1,35,6,3,2,3,0,0,0,0,0,0,0
17559,685000,1022000,"michigan_north",0,2,16,13,16,7,0,27,19,0,7,1,1,2,1,0,0,0,0
17560,693000,1022000,"michigan_north",0,4,5,7,15,7,4,22,0,1,0,2,1,0,0,0,0,0,0
17561,701000,1022000,"michigan_north",0,3,1,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0
17566,741000,1022000,"michigan_north",0,7,8,5,7,0,0,11,5,0,0,1,2,1,0,0,0,0,0
17583,877000,1022000,"michigan_north",0,5,1,2,3,6,0,15,0,0,3,0,2,5,0,0,0,0,0
17584,885000,1022000,"michigan_north",0,7,3,6,6,3,6,11,2,0,2,0,1,5,0,0,0,0,0
17765,-35000,1014000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17766,-27000,1014000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17767,-19000,1014000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17768,-11000,1014000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17769,-3000,1014000,"minnesota",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17770,5000,1014000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17771,13000,1014000,"minnesota",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
17772,21000,1014000,"minnesota",3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
17773,29000,1014000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17774,37000,1014000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17775,45000,1014000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17776,53000,1014000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17777,61000,1014000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17778,69000,1014000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17779,77000,1014000,"minnesota",2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
17780,85000,1014000,"minnesota",5,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
17781,93000,1014000,"minnesota",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17782,101000,1014000,"minnesota",10,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
17783,109000,1014000,"minnesota",12,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,1,0
17784,117000,1014000,"minnesota",4,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0
17785,125000,1014000,"minnesota",16,0,0,0,0,0,13,0,0,2,0,0,4,0,0,0,0,0,0
17786,133000,1014000,"minnesota",14,0,0,0,0,0,34,0,0,7,0,2,3,0,0,0,0,0,0
17787,141000,1014000,"minnesota",11,0,2,1,0,0,4,0,0,10,0,3,0,0,0,0,1,0,0
17788,149000,1014000,"minnesota",10,0,37,1,0,2,0,0,0,11,0,9,10,0,3,0,0,0,0
17789,157000,1014000,"minnesota",15,0,27,0,0,6,1,0,0,30,0,11,5,0,3,0,0,0,0
17790,165000,1014000,"minnesota",12,0,11,0,0,4,0,0,0,39,0,21,2,0,9,0,0,4,0
17791,173000,1014000,"minnesota",41,0,4,0,0,0,7,0,0,16,0,9,2,0,1,0,0,0,0
17792,181000,1014000,"minnesota",19,0,6,0,0,0,20,0,0,5,0,11,5,0,4,0,1,0,0
17793,189000,1014000,"minnesota",23,0,25,0,0,0,8,0,0,23,0,19,10,0,3,1,0,0,0
17794,197000,1014000,"minnesota",24,0,25,0,0,2,0,0,0,27,0,13,6,0,0,0,0,0,0
17795,205000,1014000,"minnesota",88,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0
17796,213000,1014000,"minnesota",70,0,1,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0
17797,221000,1014000,"minnesota",50,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
17798,229000,1014000,"minnesota",28,0,0,6,0,39,6,0,0,3,0,1,0,0,0,1,0,0,0
17799,237000,1014000,"minnesota",40,0,0,5,0,21,15,0,0,8,0,0,4,0,0,0,1,0,0
17800,245000,1014000,"minnesota",37,0,3,7,0,10,33,0,0,9,0,6,3,0,0,0,0,2,0
17801,253000,1014000,"minnesota",47,2,0,5,0,2,18,0,0,3,0,1,1,0,0,0,0,0,0
17802,261000,1014000,"minnesota",26,0,7,0,0,0,43,0,0,7,0,1,5,0,0,1,2,0,0
17803,269000,1014000,"minnesota",17,0,2,1,0,4,76,0,0,2,0,0,0,0,0,0,1,0,0
17804,277000,1014000,"minnesota",26,1,17,12,0,9,20,0,0,4,0,0,2,0,2,0,0,2,0
17805,285000,1014000,"minnesota",64,8,13,6,0,3,3,0,0,8,0,2,6,0,1,0,1,0,0
17806,293000,1014000,"minnesota",24,18,21,23,0,10,0,0,0,9,0,9,5,0,7,0,0,0,0
17807,301000,1014000,"wisconsin",12,8,42,28,0,10,0,0,0,8,1,0,6,3,3,1,0,0,0
17808,309000,1014000,"wisconsin",9,2,36,48,0,7,1,0,0,10,2,0,7,2,4,2,0,0,0
17809,317000,1014000,"wisconsin",3,11,37,42,0,0,0,0,0,16,0,9,1,1,3,1,0,0,0
17810,325000,1014000,"wisconsin",4,9,53,40,0,0,0,0,0,14,0,7,6,0,0,0,0,0,0
17811,333000,1014000,"wisconsin",24,54,19,9,0,0,4,0,0,14,0,1,3,0,1,0,0,0,0
17812,341000,1014000,"wisconsin",36,45,2,4,0,4,7,0,0,2,0,0,0,0,0,0,0,0,0
17813,349000,1014000,"wisconsin",32,19,44,17,0,4,1,0,0,5,0,11,4,0,1,1,0,0,0
17814,357000,1014000,"wisconsin",10,22,47,31,0,6,1,0,0,1,0,4,3,1,0,0,0,0,0
17815,365000,1014000,"wisconsin",1,22,29,54,8,11,0,1,0,7,1,1,4,2,3,0,0,0,0
17816,373000,1014000,"wisconsin",11,51,27,26,3,17,0,0,0,3,0,0,2,0,2,0,0,0,0
17817,381000,1014000,"wisconsin",3,33,17,29,23,22,4,1,0,2,0,0,2,1,0,0,0,1,0
17818,389000,1014000,"wisconsin",0,17,6,28,29,25,6,1,0,6,1,2,1,8,0,0,0,0,0
17819,397000,1014000,"wisconsin",1,9,11,48,19,16,6,3,0,3,3,1,4,9,1,0,0,0,0
17820,405000,1014000,"wisconsin",0,2,16,55,39,8,0,0,0,7,1,1,5,4,0,0,0,0,0
17821,413000,1014000,"wisconsin",0,6,13,51,37,3,0,0,0,10,0,3,0,4,1,0,0,0,0
17822,421000,1014000,"wisconsin",0,9,18,37,26,8,0,5,0,4,4,2,1,6,0,0,0,0,0
17823,429000,1014000,"wisconsin",0,5,13,42,50,10,0,0,0,10,1,2,0,3,0,0,0,0,0
17824,437000,1014000,"wisconsin",0,7,12,48,24,14,2,0,0,7,4,2,1,9,0,0,0,0,0
17825,445000,1014000,"wisconsin",0,5,4,33,26,6,0,1,0,1,7,0,2,19,0,0,0,0,0
17826,453000,1014000,"wisconsin",0,0,9,24,64,11,0,3,0,1,6,2,1,10,1,0,0,0,0
17827,461000,1014000,"wisconsin",0,2,5,24,62,11,0,5,0,2,8,1,2,7,1,0,0,0,0
17828,469000,1014000,"wisconsin",0,4,5,14,36,1,0,4,0,2,1,1,1,5,0,0,0,0,0
17829,477000,1014000,"wisconsin",0,1,3,3,18,1,0,0,0,1,1,0,0,2,1,0,0,0,0
17830,485000,1014000,"wisconsin",0,17,6,18,11,7,3,4,0,2,6,3,0,0,0,0,0,0,0
17831,493000,1014000,"wisconsin",0,41,2,5,5,15,4,1,0,0,3,0,0,0,0,0,0,0,0
17832,501000,1014000,"wisconsin",0,51,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
17833,509000,1014000,"wisconsin",1,39,5,7,13,7,5,4,0,0,1,0,0,3,0,0,0,0,0
17834,517000,1014000,"wisconsin",1,10,14,19,9,3,3,4,0,0,1,2,0,2,2,0,0,0,0
17835,525000,1014000,"wisconsin",0,6,7,8,17,15,1,12,0,0,3,2,0,1,0,0,0,0,0
17836,533000,1014000,"wisconsin",0,13,5,14,6,22,7,6,0,3,6,2,0,4,0,0,0,0,0
17837,541000,1014000,"wisconsin",0,10,6,16,1,31,4,5,0,0,3,1,0,5,0,0,1,0,0
17838,549000,1014000,"wisconsin",0,10,16,32,1,16,5,0,0,5,8,6,0,0,0,0,1,0,0
17839,557000,1014000,"wisconsin",0,1,22,43,20,6,1,2,0,7,2,7,0,3,2,0,0,0,0
17840,565000,1014000,"wisconsin",0,1,40,23,35,6,3,2,0,0,0,4,1,2,7,0,0,0,0
17841,573000,1014000,"wisconsin",0,3,27,27,42,8,4,6,0,3,4,2,1,5,0,0,0,0,0
17842,581000,1014000,"wisconsin",0,2,41,25,30,3,1,5,0,2,5,3,0,0,0,0,0,0,0
17843,589000,1014000,"wisconsin",0,0,31,6,9,5,21,6,0,11,1,5,0,5,2,0,0,0,0
17844,597000,1014000,"wisconsin",0,0,38,16,27,4,3,13,0,7,1,5,1,5,2,0,0,0,0
17845,605000,1014000,"wisconsin",0,24,20,9,25,6,2,18,0,0,5,1,0,1,2,0,1,0,0
17846,613000,1014000,"wisconsin",3,85,1,4,2,13,9,2,0,0,1,0,0,0,0,0,0,0,0
17847,621000,1014000,"wisconsin",0,76,0,5,0,8,17,0,0,0,2,0,4,0,0,0,0,0,0
17848,629000,1014000,"wisconsin",0,81,0,13,2,11,5,2,0,2,2,0,6,0,0,0,0,0,0
17849,637000,1014000,"wisconsin",0,55,5,13,17,7,15,16,0,0,3,0,2,2,0,0,1,0,0
17850,645000,1014000,"wisconsin",1,49,5,10,27,4,6,6,5,0,5,0,2,0,0,0,0,0,0
17851,653000,1014000,"michigan_north",0,11,7,2,17,6,0,9,7,0,2,2,1,2,0,0,0,0,0
17852,661000,1014000,"michigan_north",0,0,6,2,6,4,0,9,1,3,2,0,2,1,0,0,0,0,0
17853,669000,1014000,"michigan_north",0,0,17,8,21,12,0,39,5,1,3,1,1,4,0,0,0,0,0
17854,677000,1014000,"michigan_north",0,2,15,10,28,8,1,49,6,1,0,0,2,0,2,0,0,0,0
17855,685000,1014000,"michigan_north",0,5,6,6,13,22,0,27,6,1,2,0,6,0,0,0,0,0,0
17856,693000,1014000,"michigan_north",0,2,0,4,3,6,0,24,0,0,1,1,0,0,0,0,0,0,0
17878,869000,1014000,"michigan_north",1,7,7,2,9,0,0,3,18,0,0,0,0,1,0,0,0,0,0
17879,877000,1014000,"michigan_north",0,0,11,2,8,7,1,18,18,1,0,0,5,5,0,0,0,0,0
17880,885000,1014000,"michigan_north",0,2,12,7,8,11,1,10,21,0,0,4,2,4,0,0,0,0,0
17881,893000,1014000,"michigan_north",0,7,14,3,9,17,2,30,10,0,5,0,3,1,0,0,0,0,0
18061,-35000,1006000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18062,-27000,1006000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18063,-19000,1006000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18064,-11000,1006000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18065,-3000,1006000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18066,5000,1006000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18067,13000,1006000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18068,21000,1006000,"minnesota",1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0
18069,29000,1006000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18070,37000,1006000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18071,45000,1006000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18072,53000,1006000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18073,61000,1006000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18074,69000,1006000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18075,77000,1006000,"minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18076,85000,1006000,"minnesota",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18077,93000,1006000,"minnesota",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18078,101000,1006000,"minnesota",2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
18079,109000,1006000,"minnesota",18,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
18080,117000,1006000,"minnesota",6,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0
18081,125000,1006000,"minnesota",8,0,1,0,0,0,7,0,0,8,0,3,0,0,1,0,0,0,0
18082,133000,1006000,"minnesota",12,0,1,0,0,0,22,0,0,34,0,16,3,0,1,4,0,0,0
18083,141000,1006000,"minnesota",21,0,0,0,0,0,3,0,0,16,0,4,0,0,0,0,4,0,0
18084,149000,1006000,"minnesota",16,0,12,0,0,0,10,0,0,31,0,8,12,0,0,2,1,0,0
18085,157000,1006000,"minnesota",14,0,4,0,0,1,4,0,0,35,0,13,4,0,7,0,1,4,0
18086,165000,1006000,"minnesota",6,0,10,0,0,0,4,0,0,40,0,11,11,0,8,0,0,2,0
18087,173000,1006000,"minnesota",17,0,4,0,0,0,8,0,0,21,0,7,1,0,7,2,1,0,0
18088,181000,1006000,"minnesota",7,0,23,0,0,0,1,0,0,18,0,16,2,0,5,0,0,0,0
18089,189000,1006000,"minnesota",29,0,33,0,0,0,2,0,0,15,0,15,5,0,12,0,0,0,0
18090,197000,1006000,"minnesota",21,0,40,0,0,2,4,0,0,12,0,10,8,0,6,2,0,2,0
18091,205000,1006000,"minnesota",56,0,9,0,0,0,2,0,0,4,0,0,3,0,0,0,0,0,0
18092,213000,1006000,"minnesota",80,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
18093,221000,1006000,"minnesota",68,0,0,2,0,9,11,0,0,5,0,1,1,0,0,0,0,0,0
18094,229000,1006000,"minnesota",41,0,2,1,0,17,14,0,0,5,0,5,6,0,0,0,0,1,0
18095,237000,1006000,"minnesota",16,1,2,5,0,23,24,0,0,6,0,6,14,0,5,1,1,0,0
18096,245000,1006000,"minnesota",52,1,0,1,0,23,18,0,0,0,0,5,1,0,2,0,0,0,0
18097,253000,1006000,"minnesota",71,2,1,4,0,1,13,0,0,2,0,0,6,0,2,0,0,0,0
18098,261000,1006000,"minnesota",50,0,16,5,0,0,46,0,0,2,0,0,0,0,0,0,0,0,0
18099,269000,1006000,"minnesota",25,2,15,6,0,6,63,0,0,5,0,1,3,0,1,0,1,0,0
18100,277000,1006000,"minnesota",29,1,1,3,0,1,51,0,0,0,0,1,1,0,1,0,0,0,0
18101,285000,1006000,"minnesota",38,0,20,7,0,0,42,0,0,4,0,1,3,0,3,0,0,0,0
18102,293000,1006000,"minnesota",30,3,43,21,0,2,4,0,0,10,0,3,11,0,1,1,0,0,0
18103,301000,1006000,"wisconsin",18,4,50,50,0,3,2,0,0,8,0,3,3,0,0,0,0,0,0
18104,309000,1006000,"wisconsin",18,5,44,46,0,0,3,0,0,12,0,0,5,0,2,1,0,0,0
18105,317000,1006000,"wisconsin",8,12,34,21,0,0,2,0,0,28,0,10,4,0,1,2,0,1,0
18106,325000,1006000,"wisconsin",25,3,51,20,0,0,1,0,0,11,0,6,7,0,1,1,0,1,0
18107,333000,1006000,"wisconsin",40,5,43,12,0,2,4,0,0,5,0,6,4,0,1,0,0,0,0
18108,341000,1006000,"wisconsin",39,66,8,2,0,2,6,0,0,4,0,1,2,0,0,0,0,0,0
18109,349000,1006000,"wisconsin",24,65,9,1,0,4,10,0,0,4,0,1,1,0,0,0,0,0,0
18110,357000,1006000,"wisconsin",30,49,8,12,2,6,5,0,0,2,0,0,3,1,0,0,0,0,0
18111,365000,1006000,"wisconsin",4,44,24,27,0,18,1,0,0,6,2,4,9,1,4,0,0,0,0
18112,373000,1006000,"wisconsin",9,57,11,11,2,19,0,0,0,4,1,0,3,1,0,0,0,0,0
18113,381000,1006000,"wisconsin",3,23,20,22,39,2,0,0,0,6,4,1,2,1,1,0,0,0,0
18114,389000,1006000,"wisconsin",1,16,19,35,15,13,1,0,0,2,1,2,0,3,0,0,0,0,0
18115,397000,1006000,"wisconsin",0,10,16,48,25,9,5,0,0,9,1,0,5,5,0,0,0,0,0
18116,405000,1006000,"wisconsin",2,7,7,43,21,2,0,0,0,4,0,1,7,15,1,0,0,0,0
18117,413000,1006000,"wisconsin",1,3,13,44,35,2,0,4,0,6,1,4,3,5,1,0,0,0,0
18118,421000,1006000,"wisconsin",0,7,13,47,43,3,1,0,0,3,1,2,1,2,0,0,0,0,0
18119,429000,1006000,"wisconsin",0,15,7,37,41,5,0,5,0,1,3,0,4,2,0,0,0,0,0
18120,437000,1006000,"wisconsin",0,10,9,29,41,6,2,0,0,5,2,0,1,2,0,0,0,0,0
